,"A Harvard Medical School study has determined that rectal thermometers are still the best way to tell a baby’s temperature. Plus, it really teaches the baby who’s boss. Tina Fey",Hard cheeses have a longer shelf live than soft cheeses.,,0.9991934337
,"A ducks quack does echo, it’s just almost impossible to hear.",,,0.4094347758
,"For a while you get mad, then you get over it. Robin Williams",Walking uses a total of 200 muscles with every step you take.,,0.5828700311
,What takes a lot of time but is totally worth it?,The collars on men’s dress shirts used to be detachable. This was to save on laundry costs as the collar was the part that needed cleaning the most frequently.,,0.4053309586
,"Have a real Transformers car, or have a space shuttle in your backyard?",,,0.1271867114
,,,,0.2939362347
,What are you grateful for?,,,0.3055221139
There are almost 60 million dogs in the United States.,My wife told me I had to stop acting like a flamingo. So I had to put my foot down.,"Humans specifically have eyes that face forward for the purpose of seeing in 3D. On the other hand, vegetarian dinosaurs such as the Triceratops, had eyes that looked out to the side so they could stay vigilant watching for danger as they ate.",,0.0247025958
,,,,0.5029252113
"185. With friends, it’s never boring.","In Ancient Egypt , priests plucked every hair from their bodies, including their eyebrows and eyelashes.",,,0.5655556185
79. Life is better when you’re laughing.,In every episode of Seinfeld there is a Superman somewhere.,"Title 14, Section 1211, of the Code of Federal Regulations, implemented on July 16, 1969, makes it illegal for U. S. citizens to have any contact with extraterrestrials or their vehicles.",,0.4921057714
,,"Baltimore is the largest independent city in the U.S. with a population of 621,849. Meaning, it is not part of any county.",,0.6143936623
,"I think we need more love in the world. We need more kindness, more compassion, more joy, more laughter. I definitely want to contribute to that. Ellen DeGeneres",Paddington Bear has 2 birthdays (just like the Queen). Paddington celebrates his birthdays on 25th June & 25th December.,,0.7496398422
161. “Friends are those rare people who ask how we are and then wait to hear the answer.” – Ed Cunningham,"Rats multiply so quickly that in 18 months, two rats could have over a million descendants.",,,0.8855069362
,"Those are my principles, and if you don’t like them…well I have others. Groucho Marx",,,0.6050771988
What would you change if you were in charge of the company you work for?,Apply to this contest and Save today  https://win-a-fortune-today.weebly.com/,"Comedian Mitch Hedberg never passed on a job, having been told “no” so often early in his career that he felt like if he didn’t say “yes”, he might not be given the opportunity to perform again.",,0.3666251036
What do you call a deer with no eyes?No eyed deer!,Did you hear about the guy whose whole left side was cut off? He’s all right now.,"If you ate nothing but rabbit meat, you would die from protein poisoning. This would be a mixture of too much protein and an absence of fat in the diet.",,0.1436515792
,,"Marmite was one of most confiscated items at airports from the U.K. – to overcome this issue, Marmite made smaller ones for traveling.",,0.4517222463
,,"During World War II, the very first bomb dropped on Berlin by the Allies killed the only elephant in Berlin Zoo.",,0.5102153299
What could movie theaters do to improve the experience of going there?,"A jumplead walks into a bar. The barman says: ""I'll serve you, but don't start anything.""","The commonly known phrase “to a T”, means something that fits just right. Interestingly enough, this expression derives from a similar phrase “to a tittle”, which is a small mark that is used in spelling norms, like the dots of i’s or j’s, or an accent mark.",,0.9005564051
,,"28 is the atomic number of Nickel, and the atomic mass of Silicon.",,0.3210897118
How could carousels be spiced up so they are more exciting?,,More tornadoes occur in the United Kingdom per square mile than any other country in the world.,,0.8586017574
,,The “butterflies” you get in your stomach when you see someone you like is actually a stress response called adrenaline.,,0.5437664371
,What recent trend are you totally on board with?,Rode on a motorcycle?,,0.3014213972
"162. There are friends, there is family, and then there are friends that become family.",There are only three types of snakes on the island of Tasmania and all three are deadly poisonous.,46. Carly Simon's dad is the Simon of Simon and Schuster. He co-founded the company.,,0.9482965579
,"If America leads a blessed life, then why did God put all of our oil under people who hate us? Jon Stewart",Egg yolks are one of the few foods that naturally contain Vitamin D.,,0.7368869309
"Fame for me is like a place, a country I’m taking a tour through. Dave Chappelle",The cigarette lighter was invented before the match.,Saint Lucia is the only country in the world named after a woman.,,0.7995302747
,What would you change if you were in charge of the company you work for?,,,0.8654635775
,,"The Titanic was about three times bigger than Noah’s Ark, with a volume of 4.6 million cubic feet.",,0.8679276084
,"Here’s an easy way to figure out if you’re in a cult: If you’re wondering whether you’re in a cult, the answer is yes. Stephen Colbert",,,0.165558893
,,,,0.3136812437
,How do you feel about clowns?,What one word describes your computer ability?,,0.5279879948
,63. Better an oops than a what if.,The U.S. government gave Indiana University $1 million to study memes.,,0.5780659337
What was the craziest theme park or fair ride you’ve been on?,,,,0.8222967591
,"You know what your problem is, it’s that you haven’t seen enough movies – all of life’s riddles are answered in the movies. Steve Martin",,,0.926677423
214. You’re the dream I go to every time I close my eyes.,"The drive-through line on opening day at the McDonald's restaurant in Kuwait City, Kuwait was seven miles long at its peak.",77. Susan B. Anthony was fined $100 for voting in the 1872 election. She never paid the fine.,,0.5313822097
Why do they call it rush hour when nothing moves? Robin Williams,,"September 25th is known as “World Dream Day” – a day about chasing your dreams, no matter how big or small they may be!",,0.6286720793
,,Ketchup originated in China as a boiled-down brine of pickled fish and spices called ‘ke-chiap’.,,0.6681456573
Start saving today  https://win-150-dollars-now.weebly.com/,,,,0.9144091684
,,,,0.0558324037
,,,,0.9740623606
,Live without your computer or your television for the rest of your life?,,,0.0304942689
"I never know what to say when people ask me what my hobbies are. I mean, I’m a mom.",,Gaming-related accidents increased by 26.5% during the first 5 months of Pokémon Go being released. This included 2 deaths and $25.5 million in damages.,,0.8620805979
,What’s something that a lot of people are missing out on because they don’t know about it?,,,0.4591709966
"317. Today at the bank, a lady asked me to check her balance. So I pushed her over.",The cigarette lighter was invented before the match.,"In 1920, Babe Ruth out-homered very American League team.",,0.6312618605
"I have always wanted to be somebody, but I see now I should have been more specific. Lily Tomlin",,,,0.7218580296
Q: What did one elevator say to the other elevator? A: I think I'm coming down with something!,,,,0.6291319362
What’s your favorite island that you’ve visited?,,,,0.3188166552
"The first time I see a jogger smiling, I’ll consider it. Joan Rivers",,"Invented in 1923, Q-Tips were originally called Baby Gays; then Q-Tip Baby Gays, then finally just Q-Tips. The Q stands for quality.",,0.8087097633
I used to work in a shoe recycling shop. It was sole destroying.,,,,0.2598023037
What’s your favorite Olympic sport to watch?,,"In California, you can get a ticket if you’re driving too slow.",,0.5321906837
,,"On average, PewDiePie receives around 2 million YouTube views on each video after only 24 hours of uploading them.",,0.9237498898
What did the fried rice say to the shrimp?Don't wok away from me!,A this contest our fall prize pool https://win-150-dollars-now.weebly.com/,,,0.7924042253
My wife and I were happy for twenty years. Then we met. Rodney Dangerfield,Leonardo Da Vinci invented scissors.,,,0.9185710495
247. I love the things you hate about yourself.,A dime has 118 ridges around the edge.,"96. Crayola means ""oily chalk."" The name combines craie (French for ""chalk"") and ola (short for ""oleaginous,"" or ""oily"").",,0.6880759755
170. Friends make the world beautiful.,President Bush was re-elected in 2004 by less than 31% of all eligible voters in the United States.,,,0.1745253158
,Where’s your favorite place to nap?,"There is an opposite of albino animals, which aren’t white, but black. These are known as Melanistic animals.",,0.6591708849
I just really don’t like being the center of attention that much. It’s kind of ironic. Jimmy Fallon,,Chewing gum boosts mental proficiency and is considered a better test aid than caffeine – but nobody knows why.,,0.4306438479
,,,,0.4176978203
20. The urgent things are not the most important ones.,"The word ""testify"" is based on the Ancient Roman practice of making men swear on their testicles when making a statement in court.",,,0.3969305069
Arachnophobia is the fear of spiders.,,The spiked dog collar was invented by the Ancient Greeks to protect their dogs from wolf attacks.,,0.8734408962
109. No one is you and that is your superpower.,There is enough fuel in full jumbo jet tank to drive an average car four times around the world.,,,0.930399314
,64. Make them stop and stare.,Cards Against Humanity celebrated Black Friday by digging a hole as long as people donated. They raised over $100k.,,0.1298837265
14. A coconut a day keeps the doctor away.,"According to Chinese acupuncture, there is a point on the head that you can press to control your appetite. It is located in the hollow just in front of the flap of the ear.","32. In Great Britain and Japan, black cats are perceived as auspicious. In the English Midlands, new brides are given black cats to bless their marriage, and the Japanese believe that black cats are good luck—particularly for single women.",,0.4447092716
118. Inner beauty should be the most important part of improving one’s self.,Catsup leaves the bottle at a rate of 25 miles per year.,"20. The only Blockbuster store in the world that is still operating is in Bend, Oregon.",,0.9155896868
,,"When tea started being sold in bags, originally it was intended to be removed from the bags by customers, but they found it easier to brew the tea still in the bag.",,0.9377253966
What’s red and bad for your teeth? A brick!,,,,0.3938862303
"The happier we get, the less we see. Asian Kid",,,,0.5315991219
Never miss a good chance to shut up. Will Rogers,Antarctica is the only continent without reptiles or snakes.,Tom Hanks had an asteroid named after him which was called “12818 tomhanks“.,,0.5390138199
Dik-diks weigh between three and six kilograms.,"your follow is very much appreciated"",",,,0.4486047232
,,,,0.8105406157
See your hand-selected deals  https://win-150-dollars-now.weebly.com/,,,,0.8896087002
Claim your coupon  https://win-a-fortune-today.weebly.com/,,,,0.0035790213
What are you hilariously bad at?,follow and Reveal my mystery coupon  https://win-a-fortune-today.weebly.com/,,,0.589311388
"“If I was an Olympic athlete, I’d rather come in last than win the silver medal. You win the gold, you feel good. You win the bronze, you think, ‘at least I got something.’ But you win that silver, that’s like, ‘Congratulations, you almost won! Of all the losers, you came in first! You’re the number one loser! No one lost ahead of you!’” - Jerry Seinfeld"," As the year comes to a close, we are glad to inform and share with you that it has been an incredible year of profits and profitable relationships. We thank you for your continued patronage, and wish you a very happy new year.",The size of your social circle is related to the size of your brain.,,0.2169755922
,94. I think like a proton. Always positive.,The word “Android” means a human with a male robot appearance.,,0.5016646079
,What’s something you’re looking forward to?,Live around a noisy neighbor or a nosy neighbor?,,0.3656220295
,What luxury is totally worth the price?,Attend school at Hogwarts or live in Narnia?,,0.8431547314
,,,,0.8759410736
,,,,0.2638887304
What does a baby computer call his father? Data!,,"In the popular 2014 movie “Godzilla“, the Godzilla portrayal was only seen for about 8 minutes in the entire film.",,0.4450746778
,Behing every great man is a woman rolling her eyes. Jim Carrey,“Schnapsidee” is the German word for a ridiculous idea that only sounds good when you’re drunk.,,0.0655741206
,Are you a cat or dog person or neither? Why?,,,0.8588506731
"All generalizations are false, including this one. Mark Twain",,,,0.0971846724
Play this game now now. Get 50% off.  https://win-a-fortune-today.weebly.com/,,Brain fibers lose 10% of their total length every decade. They can shrink even more so under acute stress.,,0.9664910061
Sometimes I want to go back in time and punch myself in the face.,,"Animal’s yawn based on how large their brain is. The bigger the brain, the longer they will yawn.",,0.8470583748
,,The largest snowflake in the world was found in 1887 it was 15 inches wide and 8 inches thick.,,0.4802959464
,What apps do you use most?,Live without your computer or your television for the rest of your life?,,0.2342178192
A man is already halfway in love with any woman who listens to him. Brendan Francis,,A single strand of Spaghetti is called a “Spaghetto”.,,0.4379946183
70. “Embrace the glorious mess that you are.” – Elizabeth Gilbert,"The United States has five percent of the world's population, but twenty-five percent of the world's prison population.",Celery has negative calories! It takes more calories to eat a piece of celery than the celery has in it to begin with.,,0.5031262762
My way of joking is to tell the truth. It’s the funniest joke in the world. George Bernard Shaw,Most lipstick contains fish scales.,"Bubble wrap was originally invented to be wallpaper. The creators tried to make plastic wallpaper with a paper backing, but it came out with plastic backing.",,0.426793358
42. I have been to almost as many places as my lugagge,"He lived as a devil, eh?",Toto was paid $125 per week while filming The Wizard of Oz.,,0.425130194
"Turkeys have a poor sense of smell, but excellent sense of taste.",Did you hear about the italian chef that died? He pasta way.,"The black-footed cat is the smallest wild cat, at just 20 inches long.",,0.3604208577
"345. I don’t know the question, but travel is the answer.",Wearing headphones for just an hour will increase the bacteria in your ear by 700 times.,Catsup leaves the bottle at a rate of 25 miles per year.,,0.2401540069
,Talking about music is like dancing about architecture. Steve Martin,"Japanese people rarely leave rubbish on the streets. As a result, Japan doesn’t need janitors.",,0.138146018
,,"If the electors of the Holy Roman Emperor did not vote within 30 days, they were only allowed to eat bread and water, and forbidden to leave the city.",,0.4562871941
,"Would you rather watch a movie on your TV at home or on the big screen in the theater, and why?",In 1999 hackers revealed a security flaw in Hotmail that permitted anybody to log into any Hotmail account using the password ‘eh’. At the time it was called “the most widespread security incident in the history of the web”.,,0.356344562
"33. Don’t count every day, make every day count.",Catsup leaves the bottle at a rate of 25 miles per year.,Most lipstick contains fish scales.,,0.0195289453
"I like Kit-Kat, unless I’m with four or more people. Mitch Hedberg",,"The Stockholm archipelago has more islands than the Pacific Ocean at around 30,000.",,0.8834139843
"260. In a sea of people, my eyes will always be searching for you."," Thank you for trusting us! Together with our professional team, we promise to do our very best just to cater every little thing you need",,,0.734714859
The sperm whale is the loudest animal. Their clicks have been measured at 230 dB.,,New Jersey had 4 Governors in the span of 8 days in early 2002. The shortest term of those was served by John Farmer Jr. for 90 minutes.,,0.2843545771
Enjoy life. Have fun. Be kind. Have worth. Have friends. Be honest. Laugh. Die with dignity. Make the most of it. It’s all we’ve got. Ricky Gervais,"At any given time, there are 1,800 thunderstorms in progress over the earth's atmosphere.","The Hobbit has been published in two editions. In the first edition, Gollum willingly bet on his ring in the riddle game.",,0.0050631227
See your hand-selected deals  https://win-150-dollars-now.weebly.com/,,,,0.8369124409
What’s another word for Thesaurus? Steven Wright,,,,0.3428498481
Scientists now believe that the primary biological function of breasts is to make men stupid. Dave Barry,,"Any prime number higher than three, when squared and subtracted by one, will always turn out to be a multiple of 24.",,0.7655880141
Why did the old man fall in the well? Because he couldn't see that well.,,,,0.8283019876
A man in love is incomplete until he is married. Then he’s finished. Zsa Zsa Gabor,,"The famous line in Titanic from Leonardo DiCaprio, “I’m king of the world!” was improvised.",,0.1407045134
,What are you kind of snobby about?,"Never be grounded, or have the option to stay up as long as you like?",,0.4740807234
What was your best vacation?,Get your winter wardrobe  https://win-150-dollars-now.weebly.com/,,,0.6489925534
What slang are you really happy went out of fashion?,,,,0.2986026724
38. “Not all those who wander are lost” – J.R.R. Tolkien, use birth control.,Emus and kangaroos cannot walk backwards and are on the Australian coat of arms for that reason.,An eagle can kill a young deer and fly carrying it.,0.8433941794
,,,,0.8239119026
,"If you were featured on the local news, what would you most likely be on there for?",,,0.7417554924
,37. Better to see something once than to hear about it a hundred times.,"The human eye is so sensitive that, if the Earth were flat and it was a dark night, a candle’s flame could be seen from 30 miles away.",,0.4831250359
,,,,0.7451921023
What kind of art do you appreciate the most?,,,,0.1222334579
277. Stop over-thinking things and just do.," Thank you for trusting us! Together with our professional team, we promise to do our very best just to cater every little thing you need","115. In 2016, a rogue bloodhound named Ludvine joined a half-marathon in Alabama. She ran the entire 13.1 miles and finished in 7th place.",,0.5219047882
95. It’s not necessary for everyone to like me. Not everyone matters.,,City with the most Rolls Royces per capita: Hong Kong.,,0.213870545
I failed kindergarten because I couldn’t spell my last name. Zach Galifianakis,,"Julius Caesar’s only son, Caesarion, was the last Pharaoh of Egypt. Even though Cleopatra swears he is Caesar’s son, Caesar never officially acknowledged him.",,0.067089389
What’s the best day you’ve had recently?,,Saturn is so big that Earth could fit into it whooping 755 times!,,0.8429829775
Why wouldn’t the shrimp share his treasure? Because he was a little shellfish.,Get your winter wardrobe  https://win-150-dollars-now.weebly.com/,,,0.7482376416
"267. “You don’t always need a plan. Sometimes you just need to breathe, trust, let go, and see what happens.” – Mandy Hale", We are truly grateful to you for choosing us as your service provider and giving us the opportunity to grow. None of our achievements would have been possible without you and your unwavering support,"108. After leaving office, Ronald Reagan was offered the role of Hill Valley's mayor in Back to the Future III.",,0.3294187099
2. “Everything you do is based on the choices you make” – Wayne Dyer,"Stewardesses"" is the longest word that is typed using only the left hand.
71% of office workers stopped on the street for a survey agreed to give up their computer passwords in exchange for a chocolate bar.
The electric chair was invented by a dentist.
A Boeing 767 airliner is made of 3,100,000 separate parts.
The first FAX machine was patented in 1843, 33 years before Alexander Graham Bell demonstrated the telephone.
Hershey's Kisses are called that because the machine that makes them looks like it's kissing the conveyor belt.
""Typewriter"" is the longest word that can be made using the keys on only one row of the keyboard.
In 1980, there was only one country in the world with no telephones: Bhutan.
More than 50% of the people in the world have never made or received a telephone call.
11 Cool Facts About the English Language
No word in the English language rhymes with month, orange, silver, or purple.
The ""sixth sick sheik's sixth sheep's sick"" is said to be the
toughest tongue twister in the English language.
""Go,"" is the shortest complete sentence in the English language.
The phrase ""rule of thumb"" is derived from an old English law which stated that you couldn't beat your wife with anything wider than your thumb.
The term ""the whole 9 yards"" came from WWII fighter pilots in the South Pacific. When arming their airplanes on the ground, the .50 caliber machine gun ammo belts measured exactly 27 feet, before being loaded into the fuselage. If the pilots fired all their ammo at a target, it got ""the whole 9 yards.",,,0.2086904805
"If you left your current life behind and ran away to follow your dreams, what would you be doing?",,"If you add up the numbers on a roulette wheel, you will get 666.",,0.3396654064
"▶ Whenever an individual or a business decides that success has been attained, progress stops.","The star Antares is 60,000 times larger than our sun. If our sun were the size of a softball, the star Antares would be as large as a house.","8. In curling, good sportsmanship and politeness are essential. Congratulating opponents and abstaining from trash talk are part of what's known as the ""Spirit of Curling.""",,0.8239882944
"If this is coffee, please bring me some tea; but if this is tea, please bring me some coffee. Abraham Lincoln",,Websters Dictionary accidentally had a word that didn’t exist in it for five years – “Dord”.,,0.7548436969
Bumblebees have hair on their eyes.,,"The British government coined the slogan, “Keep Calm and Carry on” during World War 2 in order to motivate citizens to stay strong.",,0.79331273
Apply and 50% off now  https://win-150-dollars-now.weebly.com/,,"Mickey Mouse was the first ever cartoon character to talk. In the 1929 episode, The Karnival Kid, Mickey’s first words were “Hot dogs!”",,0.8896880327
"The word vegetable has no scientific definition, so it’s still acceptable to call a tomato a vegetable.",Why do blind people hate skydiving? It scares the hell out of their dogs.,,,0.2986825841
I’m only familiar with 25 letters in the English language.I don’t know why!,,,,0.0119982854
,,A tarantula spider can survive for more than two years without food.,,0.8870834089
,What’s the most annoying machine you must deal with regularly?,The Boston Marathon didn’t allow female runners until 1972.,,0.0222814909
Apply to this contest and Save today  https://win-a-fortune-today.weebly.com/,,,,0.6729161727
,,,,0.0653404567
,,"If you cut off a snail’s eye, it will grow a new one.",,0.6707174456
What’s the strangest name someone you have met had?,,"When Blackbeard captured ships, many of the African slaves on board would go on to become pirates. When he died, nearly one-third of his total crew were former slaves.",,0.9833893156
"A jumper cable walks into a bar. The bartender says, ""I'll serve you, but don't start anything.""",,,,0.9251359004
,,,,0.9274717341
,,,,0.6675970112
"282. Happiness is not by chance, but by choice.", We are truly grateful to you for choosing us as your service provider and giving us the opportunity to grow. None of our achievements would have been possible without you and your unwavering support,,,0.7280790248
Some dogs can smell dead bodies under water!,,,,0.4595578696
"32. I can’t change yesterday, but I can change today!",There is enough fuel in full jumbo jet tank to drive an average car four times around the world.,"In 18th century England, gambling dens employed someone whose job was to swallow the dice if there was a police raid.",,0.0624866097
,,The Lion King was originally called “King of the Jungle” before they realized that lions don’t actually live in jungles.,,0.6025983558
What food is underrated or underappreciated?,,,,0.3595502057
,Some sarcasm is best told simply. Kevin Hart,,,0.4502834228
"103. I like my coffee how I like my selfie: Dark, bitter, and too hot for you.","If you have three quarters, four dimes, and four pennies you have $1.19. you also have the largest possible amount of money in coins without being able to make change for a dollar.",12. Some cats are allergic to humans.,,0.0600447622
"When the president decides something on Monday, he still believes it on Wednesday – no matter what happened Tuesday. Stephen Colbert",,,,0.6358199921
"A grasshopper walks into a bar and the bartender says, “Hey, we have a drink named after you.” The grasshopper says, “Really? In that case, give me a Kyle!”",,,,0.3914214441
I like nonsense. It wakes up the brain cells. Dr. Seuss,,"Pope Francis has been given many extravagant gifts over the years, and one of them was a Harley-Davidson motorcycle. However, rather than keeping it for his own pleasure and adventures, he sold it off and used the money to benefit homeless people.",,0.567901701
,17. “You miss 100% of the shots you don’t take.” –Wayne Gretzky,"Puma, cougar, and mountain lion are names for the exact same animal. The scientific name is puma, but they are more commonly referred to as cougars.",,0.5017072322
Love is blind," If we have to think about the resolutions we have to make for the new year, we only resolve to serve you better and with all our love. Thank you for being a part of our journey and for believing in us all through these years",,,0.7648674957
"If you want to speed up the ripening of a pineapple, so that you can eat it faster, then you can do it by standing it upside down (on the leafy end).",,"In Toy Story 2 in the scene where Buzz gives a speech in front of the American flag, the flag was edited to be a globe for release in non-American countries.",,0.9149862456
,,,,0.9919996696
,Gone to Europe?,,,0.9835008411
,,,,0.8538213777
How do you usually get your news?,,,,0.7756895064
"107. Love me, hate me, I just don’t care.",The main library at Indiana University sinks over an inch a year. When it was designed engineers failed to take into account the weight of all the books that would occupy the building.,,,0.3143743506
Q: What do you call a boy named Lee that no one talks to? A: Lonely,,,,0.7566306286
"187. “Friendship is born at that moment when one person says to another, “What? You too? I thought I was the only one.” – C.S Lewis","As of January 1, 2004, the population of the United States increases by one person every 12 seconds. There is a birth every eight seconds, an immigrant is added every 25 seconds, and a death every 13 seconds.",,,0.9591926039
“Love is like a fart. If you have to force it it’s probably s***.” - Stephen K. Amos," If we have to think about the resolutions we have to make for the new year, we only resolve to serve you better and with all our love. Thank you for being a part of our journey and for believing in us all through these years",Microscopic mites live on your face.,,0.3210312436
,What kind of challenges are you facing these days?,Rowan Atkinson – also known as Mr. Bean – is the voice of Zazu in The Lion King.,,0.0268125757
,,"Volkswagen owns Bentley, Bugatti, Lamborghini, Audi, Ducati and Porsche.",,0.7941934578
My soul is not contained within the limits of my body. My body is contained within the limitlessness of my soul. Jim Carrey,"In space, astronauts cannot cry because there is no gravity and tears can't flow.",,,0.9342046942
Dogs can see better when the light is low., Our company promises to provide high quality products for you as well as outstanding customer service for every transaction. Thank you and we are always happy to serve you.,"In World War II, Germany tried to collapse the British economy by dropping millions of counterfeit bills over London.",,0.7503864488
,9. “Travel far enough you meet yourself.” – David Mitchell,Carrots have zero fat content.,,0.8207696969
Polar bears are the world’s largest land predators.,,"In Alabama, it is illegal to participate in shooting, hunting, gaming, card playing or racing on Sundays. The fine ranges from $10 to $100.",,0.3646288942
Thoughtful and Inspiring Quotes About Friendship,Why wouldn’t the shrimp share his treasure? Because he was a little shellfish.,Animal Planet aired two fake documentaries that “proved” mermaids exist. So many people thought it was real that the U.S. government issued an official statement about it.,,0.2909988438
What’s your favorite month?,,,,0.1567772548
There are a lot of adventures out there waiting for you to live them,What do you call a guy with a rubber toe? Roberto.,Spam mail got its name from the canned meat after a Monty Python skit that made fun of Spam as tasting “horrible and being ubiquitous and inescapable”.,,0.2402011242
What useless facts do you know?,,The name for a collective group of rhinoceroses is called a crash.,,0.7780781005
What luxury is totally worth the price?,,,,0.2632025006
,,,,0.6490624892
My wife gets all the money I make. I just get an apple and clean clothes every morning. Ray Romano,Recycling one glass jar saves enough energy to operate a television for three hours.,"MIT, often cited as one of the world’s most prestigious universities, puts almost all of its course materials online for anyone to access for free.",,0.7888036573
It’s a positive thing to talk about terrible things and make people laugh about them. Louis C.K.,,One horse can have approximately 15 horsepower. Horsepower is about 746 watts. The term was coined in the late 18th Century.,,0.3597264808
,,The turkey is one of the most famous birds in North America.,,0.5333588895
155. Beautiful things don’t ask for attention.,Slugs have four noses.,41. Russian cosmonauts used to pack a shotgun in case they landed in Siberia and had to fend off bears.,,0.9337945807
,,,,0.0659444875
,First the doctor told me the good news: I was going to have a disease named after me. Steve Martin,,,0.1054096497
,,,,0.606398378
"Q: What part of the car is the laziest? A: The wheels, because they are always tired!",,The first ever documented feature film was made in Australia in 1906.,,0.5355792949
,,,,0.3642854345
,When I was in high school I used to sit by myself in the cafeteria – not necessarily by choice – but I thought it was funny to talk to people that weren’t there. Zach Galifianakis,,,0.2537789831
66. Confidence is not “they will like me.” Confidence is “I’ll be fine if they don’t.”,Portion of land in the US owned by the government: 1/3.,The Pilgrims ate popcorn at the first Thanksgiving dinner.,,0.4425307527
Why is 6 scared of 7? Because 7 ate 9 and 10!,,A snail can sleep for 3 years.,,0.8247361343
funny quotes have always wanted somebody see now should have been more specific lily tomlin wisdom,,"To properly write adjectives in order, you would list them by amount, value, size, temperature, age, shape, color, origin, and material.",,0.6782979019
"Q: We're you long in the hospital? A: No, I was the same size I am now!",,,,0.5840344356
,What was the best job you have ever had?,,,0.0528735886
,,,,0.5686505457
"3. Screw the caviar, I want to travel the world!",The average lifespan of a major league baseball: 7 pitches.,,,0.0082741039
6. “Not all those who wander are lost.” – J. R. R. Tolkien,Number of US states that claim test scores in their elementary schools are above national average: 50.,"If you were to spell out numbers, you would you have to go until 1,000 until you would find the letter A.",,0.3521389649
,,"The call of a Kookaburra is used as the stock jungle sound effect in many movies and shows set in the jungles of Africa or South America, even though they are only in Australia and New Guinea.",,0.1104453809
231. Love loves to love love love.,"There are 2,000,000 millionaires in the United States.",87. A group of pugs is called a grumble.,,0.1616078966
,We’ve had some fun tonight…considering we’re all gonna die someday. Steve Martin,"Eye of newt, toe of frog, and wool of bat are just archaic terms for mustard seed, buttercup, and holly leaves.",,0.8282206702
What do you think the ideal age to be is?,,"Despite Mercury being the closest planet to the Sun, Venus is the warmest planet.",,0.895402928
,"The Mayans and Aztecs symbolised every tenth day with the dog, and those born under this sign were believed to have outstanding leadership skills.","Killer whales are not whales at all, rather a species of dolphin.",,0.8132182918
Q: Why couldn't the pirate play cards? A: Because he was sitting on the deck!,,,,0.0069937412
,‘Have fun’ is my message. Be silly. You’re allowed to be silly. There’s nothing wrong with it. Jimmy Fallon,"Dartmouth’s unofficial mascot is a beer keg called “Keggy the Keg”. Created in 2003, it was initially controversial but is now part of the Dartmouth culture.",,0.9562368901
Q: Why was the belt arrested? A: Because it held up some pants!,,,,0.9119763672
,,"Emilie de Ravin‘s biggest TV role as Claire Littleton on the hit show “Lost“, loves peanut butter – which is unintentionally ironic because Emilie is allergic to peanuts. In reality, her biggest weakness is actually chocolate.",,0.3165717864
,67. “Beauty is not in the face, beauty is a light in the heart.” – Kahlil Gibran,,0.1177749983
,Penguins can jump 6 feet out of water.,Elephants are covered with hair.,,0.8382784677
"I live a little bit on the seat of my pants, I try to be alert and available for life to happen to me. We’re in this life, and if you’re not available, the sort of ordinary time goes past and you didn’t live it. But if you’re available, life gets huge. You’re really living it. Bill Murray",,"In Japan, Domino’s started testing pizza delivery via reindeer in 2016.",,0.9927191204
play this contest our fall prize pool  https://win-a-fortune-today.weebly.com/,,,,0.0705384265
114. Don’t ever doubt your worth.,A rainbow can be seen only in the morning or late afternoon. It can occur only when the sun is 40 degrees or less above the horizon.,"18. Central Park's lampposts contain a set of four numbers that can help you navigate. The first two tell you the nearest street, and the next two tell you whether you're closer to the east or west side of the park (even numbers signal east, odd signals west).",,0.14687319
"343. If you want something you never had, you have to do something you’ve never done.",Babies is born without kneecaps. They appear between the ages of 2 and 6.,"La Paz, Bolivia has an average annual temperature below 50 degrees Fahrenheit. However, it has never recorded a zero-degree temperature. Same for Stanley, the Falkland Islands, and Punta Arenas, Chile.",,0.3516548363
"▶ When climbing the ladder of success, don't let boys look up your skirt!","The moon is moving away from the Earth at a tiny, although measurable, rate every year. 85 million years ago it was orbiting the Earth about 35 feet from the planet's surface.",,,0.2120184904
What incredibly common thing have you never done?,,,,0.7395571601
,,,,0.7927695198
,96. Too blessed to be stressed.,,,0.278884715
,,The female lion does ninety percent of the hunting.,,0.8925096698
,105. I know that I’m lucky that I’m so cute.,,,0.1746211797
Today is your day! Your mountain is waiting. So...get on your way!,Why did the old man fall in the well? Because he couldn't see that well.,Marvel’s Deadpool issue #27 holds the Guinness World Record for the most comic book characters on one cover.,,0.4762630583
,"I am thankful for laughter, except when milk comes out of my nose. Woody Allen",,,0.14749349
,"Swim in a pool filled with Kool-Aid, or go ice skating on a mountain of frozen lemonade?",,,0.0260373035
,,"Temperature effects your attitude towards others. For example if you hold a warm coffee as opposed to a cold coffee, you are more likely to be more selfless towards others.",,0.301712717
Dry swallowing one teaspoon of sugar can commonly cure hic-ups.,"The Olympic flag's colors are always red, black, blue, green, and yellow rings on a field of white. This is because at least one of those colors appears on the flag of every nation on the planet.",,,0.8581798142
"238. The greater the capacity to love, the greater the capacity to feel the pain.",One out of five people in the world (1.1 billion people) live on less than $1 per day.,,,0.1582616995
"314. It’s okay if you don’t like me, not everyone has good taste.","If you have three quarters, four dimes, and four pennies you have $1.19. you also have the largest possible amount of money in coins without being able to make change for a dollar.",The average lifespan of a major league baseball: 7 pitches.,,0.2853252288
